Type,Description,Bedrooms,Bathroom,Area,Neighborhood,Disctrict,Price
Apartment,Apartment on sale,1,2,48,Villa del Parque,Disctrict 11,312000000
Apartment,Apartment on sale,3,3,142,Villa Soldati,Disctrict 8,560000000
House,House on sale,3,2,200,Villa Gral. Mitre,Disctrict 11,490000000
Apartment,Apartment on sale,2,2,53,Parque Chacabuco,Disctrict 7,200000000
House,House on sale,5,4,140,Villa Crespo,Disctrict 15,650000000
Apartment,Apartment on sale,3,3,120,Villa Gral. Mitre,Disctrict 11,900000000
Apartment,Apartment on sale,10,8,470,Montserrat,Disctrict 1,1850000000
Apartment,Apartment on sale,3,1,44,Chacarita,Disctrict 15,130000000
House,House on sale,3,1,90,Villa Riachuelo,Disctrict 8,320000000
Apartment,Apartment on sale,3,1,50,Villa Riachuelo,Disctrict 8,150000000
Apartment,Apartment on sale,3,1,55,Villa del Parque,Disctrict 11,190000000
House,House on sale,3,4,192,Nueva Pompeya,Disctrict 4,800000000
Apartment,Apartment on sale,3,2,46,Nueva Pompeya,Disctrict 4,190000000
House,House on sale,4,7,498,San Nicolas,Disctrict 1,1550000000
House,House on sale,8,4,250,Villa Crespo,Disctrict 15,400000000
House,House on sale,8,4,196,Saavedra,Disctrict 12,650000000
Apartment,Apartment on sale,2,1,42,Villa Devoto,Disctrict 11,135000000
House,House on sale,3,3,120,Villa Ortazar,Disctrict 15,550000000
House,House on sale,8,6,220,Chacarita,Disctrict 15,700000000
Apartment,Apartment on sale,3,3,202,Agronomia,Disctrict 15,1600000000
Apartment,Apartment on sale,3,5,152,Villa Lugano,Disctrict 8,1500000000
House,House on sale,3,2,58,Balvanera,Disctrict 3,205000000
Apartment,Apartment on sale,2,2,140,Villa del Parque,Disctrict 11,649000000
Apartment,Apartment on sale,3,2,50,Retiro,Disctrict 1,150000000
House,House on sale,2,1,79,Agronomia,Disctrict 15,230000000
Apartment,Apartment on sale,3,2,110,La Boca,Disctrict 4,730000000
Apartment,Apartment on sale,3,2,52,Villa Riachuelo,Disctrict 8,200000000
Apartment,Apartment on sale,2,1,47,Parque Chas,Disctrict 15,205000000
Apartment,Apartment on sale,2,2,69,Parque Chacabuco,Disctrict 7,430000000
House,House on sale,4,2,210,Villa Real,Disctrict 10,610000000
Apartment,Apartment on sale,1,1,39,Caballito,Disctrict 6,260000000
House,House on sale,4,4,246,Villa Soldati,Disctrict 8,1800000000
House,House on sale,10,8,450,Martinez,Disctrict 13,1300000000
Apartment,Apartment on sale,3,2,82,Versalles,Disctrict 10,520000000
House,House on sale,7,5,324,Colegiales,Disctrict 13,650000000
Apartment,Apartment on sale,3,3,202,Villa Gral. Mitre,Disctrict 11,1600000000
House,House on sale,5,5,486,Villa Riachuelo,Disctrict 8,1300000000
Apartment,Apartment on sale,3,5,152,Villa Crespo,Disctrict 15,1500000000
House,House on sale,8,3,360,Versalles,Disctrict 10,430000000
Apartment,Apartment on sale,2,1,47,Almagro,Disctrict 5,185000000
Apartment,Apartment on sale,1,2,35,Puerto Madero,Disctrict 1,310000000
House,House on sale,8,4,250,Villa Ortazar,Disctrict 15,400000000
House,House on sale,8,4,196,Colegiales,Disctrict 13,650000000
Apartment,Apartment on sale,2,1,42,Monte Castro,Disctrict 10,135000000
Apartment,Apartment on sale,3,2,64,Almagro,Disctrict 5,240000000
Apartment,Apartment on sale,3,2,46,La Boca,Disctrict 4,190000000
Apartment,Apartment on sale,3,1,44,Almagro,Disctrict 5,130000000
House,House on sale,4,7,498,Balvanera,Disctrict 3,1550000000
House,House on sale,3,2,64,Parque Patricios,Disctrict 4,250000000
Apartment,Apartment on sale,3,3,120,Martinez,Disctrict 13,390000000
House,House on sale,3,1,90,Parque Avellaneda,Disctrict 9,320000000
Apartment,Apartment on sale,2,1,47,Agronomia,Disctrict 15,185000000
Apartment,Apartment on sale,1,2,35,Coghlan,Disctrict 12,310000000
Apartment,Apartment on sale,3,3,120,Villa Crespo,Disctrict 15,390000000
House,House on sale,3,2,64,Constitucion,Disctrict 1,250000000
Apartment,Apartment on sale,3,2,114,Chacarita,Disctrict 15,500000000
House,House on sale,6,4,240,Villa Crespo,Disctrict 15,550000000
Apartment,Apartment on sale,3,3,112,Villa Gral. Mitre,Disctrict 11,700000000
Apartment,Apartment on sale,2,2,140,La Boca,Disctrict 4,649000000
Apartment,Apartment on sale,3,3,125,San Telmo,Disctrict 1,820000000
House,House on sale,9,4,288,Boedo,Disctrict 5,700000000
Apartment,Apartment on sale,3,2,47,Barracas,Disctrict 4,150000000
Apartment,Apartment on sale,3,3,100,Villa Luro,Disctrict 10,530000000
House,House on sale,10,7,350,Villa Luro,Disctrict 10,780000000
Apartment,Apartment on sale,3,2,45,Saavedra,Disctrict 12,286500000
House,House on sale,3,3,166,La Paternal,Disctrict 15,1150000000
House,House on sale,7,5,324,Boedo,Disctrict 5,650000000
Apartment,Apartment on sale,2,1,49,Villa Gral. Mitre,Disctrict 11,115000000
House,House on sale,8,6,360,Martinez,Disctrict 13,850000000
Apartment,Apartment on sale,3,3,203,Villa Luro,Disctrict 10,1400000000
Apartment,Apartment on sale,2,1,46,Parque Chas,Disctrict 15,160000000
Apartment,Apartment on sale,3,2,82,Villa del Parque,Disctrict 11,520000000
Apartment,Apartment on sale,1,1,40,Caballito,Disctrict 6,270000000
House,House on sale,3,3,165,Agronomia,Disctrict 15,700000000
Apartment,Apartment on sale,3,2,52,Constitucion,Disctrict 1,200000000
Apartment,Apartment on sale,3,2,50,Villa Santa Rita,Disctrict 11,150000000
Apartment,Apartment on sale,3,2,110,Retiro,Disctrict 1,730000000
House,House on sale,2,1,79,Villa Santa Rita,Disctrict 11,230000000
House,House on sale,4,3,105,Constitucion,Disctrict 1,390000000
House,House on sale,4,4,383,Villa Pueyrredon,Disctrict 12,1300000000
House,House on sale,3,2,210,Villa Santa Rita,Disctrict 11,350000000
Apartment,Apartment on sale,3,1,44,Nueva Pompeya,Disctrict 4,130000000
Apartment,Apartment on sale,3,3,120,Belgrano,Disctrict 13,390000000
Apartment,Apartment on sale,3,2,46,Recoleta,Disctrict 2,190000000
House,House on sale,4,7,498,Belgrano,Disctrict 13,1550000000
Apartment,Apartment on sale,3,2,75,Agronomia,Disctrict 15,365000000
Apartment,Apartment on sale,3,2,62,Floresta,Disctrict 10,220000000
Apartment,Apartment on sale,1,2,35,Palermo,Disctrict 14,310000000
House,House on sale,8,4,250,Colegiales,Disctrict 13,400000000
House,House on sale,8,4,196,Colegiales,Disctrict 13,650000000
Apartment,Apartment on sale,2,1,42,Villa Real,Disctrict 10,135000000
House,House on sale,8,6,220,Villa Devoto,Disctrict 11,700000000
Apartment,Apartment on sale,3,3,202,Villa Riachuelo,Disctrict 8,1600000000
Apartment,Apartment on sale,3,1,50,Balvanera,Disctrict 3,165000000
Apartment,Apartment on sale,3,3,115,Parque Patricios,Disctrict 4,620000000
Apartment,Apartment on sale,10,8,470,Balvanera,Disctrict 3,1850000000
Apartment,Apartment on sale,3,2,64,Saavedra,Disctrict 12,240000000
House,House on sale,3,4,192,Villa Luro,Disctrict 10,800000000
Apartment,Apartment on sale,3,2,62,Villa Crespo,Disctrict 15,300000000
Apartment,Apartment on sale,2,1,47,Villa Devoto,Disctrict 11,185000000
Apartment,Apartment on sale,3,3,69,Parque Patricios,Disctrict 4,290000000
House,House on sale,8,3,360,Versalles,Disctrict 10,430000000
House,House on sale,6,4,240,Villa Luro,Disctrict 10,550000000
House,House on sale,7,5,324,Parque Chas,Disctrict 15,650000000
Apartment,Apartment on sale,3,2,50,Villa Pueyrredon,Disctrict 12,150000000
House,House on sale,2,1,79,Retiro,Disctrict 1,230000000
House,House on sale,3,3,165,Villa Luro,Disctrict 10,700000000
Apartment,Apartment on sale,3,2,110,Floresta,Disctrict 10,730000000
Apartment,Apartment on sale,2,2,67,Villa Urquiza,Disctrict 12,600000000
Apartment,Apartment on sale,7,3,106,Velez Sarsfield,Disctrict 10,290000000
House,House on sale,3,2,58,Flores,Disctrict 7,205000000
Apartment,Apartment on sale,5,4,184,Caballito,Disctrict 6,560000000
House,House on sale,6,3,160,Villa Real,Disctrict 10,1500000000
Apartment,Apartment on sale,2,2,62,La Boca,Disctrict 4,390000000
Apartment,Apartment on sale,2,1,80,Parque Patricios,Disctrict 4,200000000
Apartment,Apartment on sale,3,2,67,Agronomia,Disctrict 15,380000000
Apartment,Apartment on sale,3,2,86,Villa Crespo,Disctrict 15,450000000
House,House on sale,3,2,62,Parque Avellaneda,Disctrict 9,155000000
Apartment,Apartment on sale,3,2,132,Villa Santa Rita,Disctrict 11,460000000
Apartment,Apartment on sale,3,3,92,Almagro,Disctrict 5,610000000
House,House on sale,13,8,430,Mataderos,Disctrict 9,800000000
House,House on sale,4,2,89,Villa Crespo,Disctrict 15,210000000
Apartment,Apartment on sale,2,2,63,Montserrat,Disctrict 1,320000000
Apartment,Apartment on sale,3,2,58,Almagro,Disctrict 5,195000000
House,House on sale,5,5,250,Caballito,Disctrict 6,1100000000
House,House on sale,4,4,307,Villa del Parque,Disctrict 11,920000000
Apartment,Apartment on sale,2,1,54,San Nicolas,Disctrict 1,340000000
House,House on sale,12,5,72,Velez Sarsfield,Disctrict 10,550000000
Apartment,Apartment on sale,4,6,270,Constitucion,Disctrict 1,2000000000
Apartment,Apartment on sale,2,1,4600,San Nicolas,Disctrict 1,155000000
Apartment,Apartment on sale,3,1,47,Versalles,Disctrict 10,150000000
Apartment,Apartment on sale,4,4,170,Agronomia,Disctrict 15,780000000
House,House on sale,6,4,230,Constitucion,Disctrict 1,660000000
House,House on sale,5,4,173,Nueva Pompeya,Disctrict 4,550000000
Apartment,Apartment on sale,4,2,100,Villa Urquiza,Disctrict 12,400000000
Apartment,Apartment on sale,2,1,42,San Telmo,Disctrict 1,170000000
House,House on sale,3,3,122,Parque Avellaneda,Disctrict 9,420000000
Apartment,Apartment on sale,1,2,64,Velez Sarsfield,Disctrict 10,355000000
House,House on sale,8,5,313,Villa Real,Disctrict 10,650000000
House,House on sale,10,7,400,San Cristobal,Disctrict 3,600000000
Apartment,Apartment on sale,3,3,130,Villa Ortazar,Disctrict 15,805000000
Apartment,Apartment on sale,3,2,66,Monte Castro,Disctrict 10,200000000
House,House on sale,14,6,150,Colegiales,Disctrict 13,850000000
Apartment,Apartment on sale,3,2,62,Agronomia,Disctrict 15,170000000
Apartment,Apartment on sale,1,2,43,Parque Chacabuco,Disctrict 7,335000000
Apartment,Apartment on sale,2,1,45,Belgrano,Disctrict 13,250000000
House,House on sale,3,3,275,Retiro,Disctrict 1,850000000
Apartment,Apartment on sale,2,1,37,Balvanera,Disctrict 3,215000000
Apartment,Apartment on sale,3,4,159,Mataderos,Disctrict 9,1200000000
Apartment,Apartment on sale,4,4,214,Nueva Pompeya,Disctrict 4,950000000
Apartment,Apartment on sale,3,3,107,San Telmo,Disctrict 1,510000000
House,House on sale,4,4,146,Parque Chas,Disctrict 15,480000000
Apartment,Apartment on sale,3,2,120,Coghlan,Disctrict 12,480000000
Apartment,Apartment on sale,3,2,63,Mataderos,Disctrict 9,235000000
House,House on sale,3,3,129,Velez Sarsfield,Disctrict 10,600000000
House,House on sale,7,4,265,Villa Lugano,Disctrict 8,649999999
House,House on sale,4,3,189,Parque Patricios,Disctrict 4,650000000
Apartment,Apartment on sale,4,6,350,La Boca,Disctrict 4,1300000000
House,House on sale,7,3,216,Villa Lugano,Disctrict 8,300000000
Apartment,Apartment on sale,2,1,47,Nueva Pompeya,Disctrict 4,290000000
Apartment,Apartment on sale,1,1,43,Puerto Madero,Disctrict 1,210000000
Apartment,Apartment on sale,3,1,45,Palermo,Disctrict 14,125000000
Apartment,Apartment on sale,3,2,66,Parque Chas,Disctrict 15,440000000
House,House on sale,9,6,319,Villa Gral. Mitre,Disctrict 11,600000000
Apartment,Apartment on sale,3,1,48,Constitucion,Disctrict 1,175000000
House,House on sale,7,4,320,Villa Santa Rita,Disctrict 11,900000000
Apartment,Apartment on sale,2,1,43,Palermo,Disctrict 14,125000000
House,House on sale,5,4,233,La Boca,Disctrict 4,1200000000
Apartment,Apartment on sale,2,1,40,Villa Santa Rita,Disctrict 11,145000000
Apartment,Apartment on sale,3,1,42,Villa Riachuelo,Disctrict 8,130000000
House,House on sale,5,5,234,Parque Avellaneda,Disctrict 9,500000000
Apartment,Apartment on sale,3,1,50,San Telmo,Disctrict 1,200000000
Apartment,Apartment on sale,3,3,100,Villa del Parque,Disctrict 11,590000000
Apartment,Apartment on sale,3,2,76,Barracas,Disctrict 4,400000000
Apartment,Apartment on sale,1,1,52,Velez Sarsfield,Disctrict 10,365000000
Apartment,Apartment on sale,3,1,48,Villa Devoto,Disctrict 11,130000000
Apartment,Apartment on sale,3,1,47,Villa Devoto,Disctrict 11,137000000
House,House on sale,7,4,280,Constitucion,Disctrict 1,550000000
House,House on sale,4,2,132,Colegiales,Disctrict 13,185000000
House,House on sale,4,3,205,Villa Crespo,Disctrict 15,1100000000
House,House on sale,6,3,72,Caballito,Disctrict 6,430000000
House,House on sale,5,3,240,Retiro,Disctrict 1,375000000
Apartment,Apartment on sale,2,1,37,Parque Avellaneda,Disctrict 9,110000000
Apartment,Apartment on sale,2,1,40,Villa Lugano,Disctrict 8,110000000
Apartment,Apartment on sale,4,1,54,Villa Luro,Disctrict 10,150000000
House,House on sale,3,2,115,Chacarita,Disctrict 15,560000000
Apartment,Apartment on sale,2,2,92,Villa Soldati,Disctrict 8,468000000
Apartment,Apartment on sale,3,1,46,Balvanera,Disctrict 3,130000000
House,House on sale,4,6,310,Chacarita,Disctrict 15,1950000000
House,House on sale,4,3,176,Balvanera,Disctrict 3,668000000
House,House on sale,4,3,70,Palermo,Disctrict 14,180000000
Apartment,Apartment on sale,1,2,48,Almagro,Disctrict 5,400000000
Apartment,Apartment on sale,7,5,154,Montserrat,Disctrict 1,700000000
House,House on sale,4,2,63,Monte Castro,Disctrict 10,200000000
House,House on sale,4,3,77,Martinez,Disctrict 13,340000000
House,House on sale,3,3,73,Caballito,Disctrict 6,349000000
House,House on sale,3,3,355,Villa Lugano,Disctrict 8,850000000
Apartment,Apartment on sale,3,2,62,Villa Devoto,Disctrict 11,300000000
House,House on sale,3,3,120,Chacarita,Disctrict 15,550000000
House,House on sale,16,7,392,Belgrano,Disctrict 13,1300000000
Apartment,Apartment on sale,3,2,47,Balvanera,Disctrict 3,150000000
House,House on sale,4,3,193,Parque Chacabuco,Disctrict 7,350000000
Apartment,Apartment on sale,2,2,51,Villa Ortazar,Disctrict 15,430000000
House,House on sale,4,4,123,Villa Lugano,Disctrict 8,500000000
Apartment,Apartment on sale,3,1,44,Floresta,Disctrict 10,145000000
House,House on sale,13,7,320,Villa Santa Rita,Disctrict 11,600000000
House,House on sale,6,3,300,Colegiales,Disctrict 13,850000000
Apartment,Apartment on sale,3,4,460,Agronomia,Disctrict 15,1700000000
Apartment,Apartment on sale,4,5,280,Villa Crespo,Disctrict 15,1650000000
Apartment,Apartment on sale,3,2,119,Balvanera,Disctrict 3,539000000
Apartment,Apartment on sale,4,2,100,Constitucion,Disctrict 1,400000000
Apartment,Apartment on sale,4,2,53,Villa Riachuelo,Disctrict 8,165000000
Apartment,Apartment on sale,3,2,63,Villa Gral. Mitre,Disctrict 11,290000000
Apartment,Apartment on sale,3,2,80,Floresta,Disctrict 10,295000000
Apartment,Apartment on sale,3,1,49,Monte Castro,Disctrict 10,250000000
House,House on sale,3,2,57,Villa del Parque,Disctrict 11,140000000
Apartment,Apartment on sale,3,2,79,Balvanera,Disctrict 3,420000000
Apartment,Apartment on sale,3,2,61,Floresta,Disctrict 10,300000000
Apartment,Apartment on sale,3,2,52,Caballito,Disctrict 6,134999998
House,House on sale,10,7,298,San Cristobal,Disctrict 3,260000000
Apartment,Apartment on sale,3,2,64,Recoleta,Disctrict 2,280000000
Apartment,Apartment on sale,3,2,72,Villa Devoto,Disctrict 11,300000000
House,House on sale,8,8,320,Villa Luro,Disctrict 10,1400000000
House,House on sale,20,8,259,Velez Sarsfield,Disctrict 10,2200000000
House,House on sale,3,3,170,Parque Chas,Disctrict 15,700000000
House,House on sale,5,3,242,Villa Real,Disctrict 10,930000000
House,House on sale,4,1,67,Villa Crespo,Disctrict 15,160000000
Apartment,Apartment on sale,3,2,89,Villa Soldati,Disctrict 8,500000000
House,House on sale,7,3,170,Caballito,Disctrict 6,450000000
Apartment,Apartment on sale,3,2,83,Coghlan,Disctrict 12,390000000
Apartment,Apartment on sale,3,4,188,Palermo,Disctrict 14,1080000000
Apartment,Apartment on sale,2,2,89,Belgrano,Disctrict 13,470000000
Apartment,Apartment on sale,2,2,130,Colegiales,Disctrict 13,600000000
House,House on sale,4,2,120,Parque Chas,Disctrict 15,320000000
Apartment,Apartment on sale,4,3,120,Recoleta,Disctrict 2,700000000
Apartment,Apartment on sale,1,1,16,Versalles,Disctrict 10,180000000
Apartment,Apartment on sale,3,3,130,Parque Avellaneda,Disctrict 9,850000000
Apartment,Apartment on sale,2,1,49,Villa del Parque,Disctrict 11,155000000
Apartment,Apartment on sale,1,1,26,Villa Luro,Disctrict 10,164000000
Apartment,Apartment on sale,1,2,69,Martinez,Disctrict 13,490000000
House,House on sale,4,2,130,Barracas,Disctrict 4,410000000
House,House on sale,10,6,231,Villa Santa Rita,Disctrict 11,750000000
Apartment,Apartment on sale,3,1,55,Monte Castro,Disctrict 10,130000000
Apartment,Apartment on sale,3,3,122,Liniers,Disctrict 9,550000000
Apartment,Apartment on sale,2,1,46,Villa Ortazar,Disctrict 15,177600000
Apartment,Apartment on sale,2,2,80,Recoleta,Disctrict 2,560000000
Apartment,Apartment on sale,3,4,139,Recoleta,Disctrict 2,780000000
Apartment,Apartment on sale,3,2,72,Almagro,Disctrict 5,380000000
Apartment,Apartment on sale,3,2,90,Parque Chas,Disctrict 15,160000000
House,House on sale,10,7,400,Montserrat,Disctrict 1,1700000000
Apartment,Apartment on sale,3,3,177,San Cristobal,Disctrict 3,1050000000
House,House on sale,5,3,128,Belgrano,Disctrict 13,650000000
Apartment,Apartment on sale,3,1,47,Villa Urquiza,Disctrict 12,170000000
Apartment,Apartment on sale,4,5,255,Monte Castro,Disctrict 10,1301265000
Apartment,Apartment on sale,4,2,99,Flores,Disctrict 7,1200000000
Apartment,Apartment on sale,3,2,55,Agronomia,Disctrict 15,155000000
Apartment,Apartment on sale,3,2,56,Villa Pueyrredon,Disctrict 12,185000000
Apartment,Apartment on sale,3,2,64,San Cristobal,Disctrict 3,190000000
Apartment,Apartment on sale,3,2,54,Villa Soldati,Disctrict 8,200000000
Apartment,Apartment on sale,1,1,19,Villa Real,Disctrict 10,190000000
House,House on sale,6,5,320,Villa Riachuelo,Disctrict 8,500000000
House,House on sale,2,1,50,Villa Santa Rita,Disctrict 11,170000000
Apartment,Apartment on sale,2,1,53,Constitucion,Disctrict 1,155000000
Apartment,Apartment on sale,1,1,19,Balvanera,Disctrict 3,180000000
House,House on sale,3,3,72,La Paternal,Disctrict 15,230000000
Apartment,Apartment on sale,1,1,45,Villa Pueyrredon,Disctrict 12,380000000
House,House on sale,4,2,96,Flores,Disctrict 7,280000000
House,House on sale,5,2,100,La Paternal,Disctrict 15,320000000
House,House on sale,3,2,105,Caballito,Disctrict 6,320000000
House,House on sale,2,4,180,Almagro,Disctrict 5,1170000000
Apartment,Apartment on sale,5,3,114,Villa Crespo,Disctrict 15,450000000
House,House on sale,3,4,181,Almagro,Disctrict 5,650000000
House,House on sale,9,8,117,San Nicolas,Disctrict 1,800000000
Apartment,Apartment on sale,3,2,55,Flores,Disctrict 7,245000000
Apartment,Apartment on sale,3,3,169,Villa Soldati,Disctrict 8,1100000000
Apartment,Apartment on sale,3,3,110,Villa Devoto,Disctrict 11,850000000
House,House on sale,4,3,160,Parque Patricios,Disctrict 4,540000000
Apartment,Apartment on sale,1,1,39,Boedo,Disctrict 5,210000000
Apartment,Apartment on sale,1,1,37,Villa Gral. Mitre,Disctrict 11,225000000
Apartment,Apartment on sale,2,2,66,Montserrat,Disctrict 1,350000000
Apartment,Apartment on sale,2,1,38,Chacarita,Disctrict 15,210000000
House,House on sale,4,2,117,Villa Gral. Mitre,Disctrict 11,310000000
House,House on sale,2,2,67,Villa Riachuelo,Disctrict 8,225000000
Apartment,Apartment on sale,3,2,52,Almagro,Disctrict 5,160000000
Apartment,Apartment on sale,3,2,57,Villa Urquiza,Disctrict 12,170000000
House,House on sale,6,3,223,Villa Devoto,Disctrict 11,500000000
House,House on sale,6,4,83,Caballito,Disctrict 6,400000000
Apartment,Apartment on sale,2,1,28,Villa Gral. Mitre,Disctrict 11,110000000
House,House on sale,4,4,129,La Paternal,Disctrict 15,550000000
Apartment,Apartment on sale,3,2,102,Villa Lugano,Disctrict 8,510000000
House,House on sale,5,4,320,Chacarita,Disctrict 15,950000000
House,House on sale,3,3,240,Balvanera,Disctrict 3,890000000
Apartment,Apartment on sale,3,2,93,Monte Castro,Disctrict 10,720000000
House,House on sale,4,2,176,Parque Patricios,Disctrict 4,480000000
Apartment,Apartment on sale,3,2,50,Villa Lugano,Disctrict 8,169000000
House,House on sale,4,1,85,Monte Castro,Disctrict 10,378000000
Apartment,Apartment on sale,3,2,60,Villa Santa Rita,Disctrict 11,290000000
House,House on sale,4,2,100,Villa Soldati,Disctrict 8,355000000
House,House on sale,7,4,132,Recoleta,Disctrict 2,550000000
Apartment,Apartment on sale,2,1,50,Versalles,Disctrict 10,170000000
Apartment,Apartment on sale,3,2,90,Parque Avellaneda,Disctrict 9,600000000
House,House on sale,3,1,57,Parque Chacabuco,Disctrict 7,200000000
Apartment,Apartment on sale,2,2,89,Villa Santa Rita,Disctrict 11,630000000
House,House on sale,4,3,120,Puerto Madero,Disctrict 1,285000000
House,House on sale,4,4,270,Villa Ortazar,Disctrict 15,520000000
Apartment,Apartment on sale,3,1,59,Boedo,Disctrict 5,170000000
Apartment,Apartment on sale,3,3,120,Villa Urquiza,Disctrict 12,560000000
Apartment,Apartment on sale,3,2,62,Flores,Disctrict 7,410000000
House,House on sale,6,4,300,Villa Luro,Disctrict 10,800000000
Apartment,Apartment on sale,3,2,51,Constitucion,Disctrict 1,175000000
Apartment,Apartment on sale,3,2,74,Liniers,Disctrict 9,270000000
Apartment,Apartment on sale,2,1,45,Villa Urquiza,Disctrict 12,140000000
Apartment,Apartment on sale,3,3,135,Palermo,Disctrict 14,1000000000
Apartment,Apartment on sale,3,1,45,Parque Chas,Disctrict 15,120000000
Apartment,Apartment on sale,2,2,74,Montserrat,Disctrict 1,478900000
Apartment,Apartment on sale,3,2,72,Caballito,Disctrict 6,260000000
Apartment,Apartment on sale,3,3,121,Flores,Disctrict 7,650000000
Apartment,Apartment on sale,5,5,450,Palermo,Disctrict 14,2600000000
Apartment,Apartment on sale,3,2,52,La Paternal,Disctrict 15,170000000
Apartment,Apartment on sale,1,1,54,Retiro,Disctrict 1,420000000
House,House on sale,3,4,167,Boedo,Disctrict 5,700000000
Apartment,Apartment on sale,2,2,72,Parque Chacabuco,Disctrict 7,380000000
Apartment,Apartment on sale,3,1,50,Parque Patricios,Disctrict 4,170000000
House,House on sale,4,3,132,La Boca,Disctrict 4,385000000
Apartment,Apartment on sale,3,2,93,Saavedra,Disctrict 12,530000000
House,House on sale,4,3,405,Villa del Parque,Disctrict 11,1300000000
Apartment,Apartment on sale,3,1,45,Villa Crespo,Disctrict 15,160000000
House,House on sale,3,3,84,Villa Soldati,Disctrict 8,580000000
House,House on sale,4,4,243,San Cristobal,Disctrict 3,820000000
Apartment,Apartment on sale,2,1,38,Liniers,Disctrict 9,180000000
House,House on sale,4,5,516,Villa del Parque,Disctrict 11,2350000000
House,House on sale,9,7,900,Villa Ortazar,Disctrict 15,948000000
Apartment,Apartment on sale,3,2,56,Villa Ortazar,Disctrict 15,260000000
Apartment,Apartment on sale,3,2,76,La Boca,Disctrict 4,360000000
House,House on sale,4,3,84,Recoleta,Disctrict 2,385000000
Apartment,Apartment on sale,2,2,48,Caballito,Disctrict 6,250000000
Apartment,Apartment on sale,3,1,56,Villa Ortazar,Disctrict 15,165000000
Apartment,Apartment on sale,1,1,37,Chacarita,Disctrict 15,308000000
Apartment,Apartment on sale,1,1,43,Agronomia,Disctrict 15,330000000
Apartment,Apartment on sale,1,1,40,Villa Gral. Mitre,Disctrict 11,128000000
Apartment,Apartment on sale,3,4,121,Villa Santa Rita,Disctrict 11,850000000
Apartment,Apartment on sale,3,2,48,Parque Avellaneda,Disctrict 9,153500000
Apartment,Apartment on sale,4,3,123,Flores,Disctrict 7,450000000
Apartment,Apartment on sale,3,2,80,Nueva Pompeya,Disctrict 4,530000000
Apartment,Apartment on sale,4,3,105,Mataderos,Disctrict 9,520000000
Apartment,Apartment on sale,3,2,77,Agronomia,Disctrict 15,400000000
House,House on sale,6,3,222,Villa Gral. Mitre,Disctrict 11,600000000
Apartment,Apartment on sale,5,5,400,Almagro,Disctrict 5,3500000000
Apartment,Apartment on sale,4,3,102,Mataderos,Disctrict 9,400000000
Apartment,Apartment on sale,2,2,68,Liniers,Disctrict 9,360000000
Apartment,Apartment on sale,3,2,60,Chacarita,Disctrict 15,300000000
Apartment,Apartment on sale,2,2,117,Saavedra,Disctrict 12,850000000
House,House on sale,4,2,144,Constitucion,Disctrict 1,500000000
House,House on sale,5,3,195,Villa Real,Disctrict 10,350000000
House,House on sale,8,2,339,La Boca,Disctrict 4,750000000
House,House on sale,7,6,324,Parque Chas,Disctrict 15,450000000
House,House on sale,5,5,204,Almagro,Disctrict 5,670000000
Apartment,Apartment on sale,3,1,68,Recoleta,Disctrict 2,270000000
Apartment,Apartment on sale,3,1,52,Saavedra,Disctrict 12,180000000
Apartment,Apartment on sale,3,2,74,Puerto Madero,Disctrict 1,270000000
House,House on sale,6,4,298,Montserrat,Disctrict 1,450000000
Apartment,Apartment on sale,3,2,51,Balvanera,Disctrict 3,175000000
House,House on sale,6,4,100,Versalles,Disctrict 10,550000000
Apartment,Apartment on sale,2,1,45,Villa del Parque,Disctrict 11,140000000
Apartment,Apartment on sale,2,2,74,Villa Real,Disctrict 10,478900000
Apartment,Apartment on sale,3,2,65,Floresta,Disctrict 10,250000000
House,House on sale,6,4,300,Villa Lugano,Disctrict 8,800000000
House,House on sale,6,4,83,Liniers,Disctrict 9,400000000
Apartment,Apartment on sale,2,1,28,Villa Urquiza,Disctrict 12,110000000
House,House on sale,3,3,72,La Boca,Disctrict 4,230000000
Apartment,Apartment on sale,5,3,114,Villa Gral. Mitre,Disctrict 11,450000000
Apartment,Apartment on sale,1,1,45,San Telmo,Disctrict 1,380000000
Apartment,Apartment on sale,2,2,83,Almagro,Disctrict 5,530000000
Apartment,Apartment on sale,2,1,41,Balvanera,Disctrict 3,160000000
House,House on sale,6,3,190,Barracas,Disctrict 4,400000000
House,House on sale,2,4,180,Colegiales,Disctrict 13,1170000000
House,House on sale,3,2,105,Floresta,Disctrict 10,320000000
Apartment,Apartment on sale,3,2,48,San Telmo,Disctrict 1,153500000
Apartment,Apartment on sale,3,2,69,Boedo,Disctrict 5,290000000
Apartment,Apartment on sale,2,1,48,Villa Riachuelo,Disctrict 8,245000000
Apartment,Apartment on sale,5,5,400,Belgrano,Disctrict 13,3500000000
House,House on sale,4,4,167,Martinez,Disctrict 13,660000000
Apartment,Apartment on sale,3,2,56,Mataderos,Disctrict 9,230000000
House,House on sale,3,3,32,Agronomia,Disctrict 15,240000000
Apartment,Apartment on sale,3,1,42,Villa Ortazar,Disctrict 15,110000000
House,House on sale,4,3,109,Villa Devoto,Disctrict 11,540000000
House,House on sale,12,3,390,San Telmo,Disctrict 1,700000000
Apartment,Apartment on sale,3,4,148,Barracas,Disctrict 4,685000000
Apartment,Apartment on sale,2,1,32,Versalles,Disctrict 10,180000000
